Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Distance,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,Price
639,HYUNDAI,Tucson,7,Jeep,Yes,Diesel,2.0,120000.0,4,Automatic,Front,04,Left wheel,White,4,30063
1885,PORSCHE,Panamera,11,Hatchback,Yes,Petrol,4.8,196800.0,8,Tiptronic,4x4,04,Left wheel,White,8,72130
0,HYUNDAI,Veloster,6,Hatchback,No,Petrol,1.6,17200.0,4,Tiptronic,Front,02,Left wheel,Red,10,21639
0,TOYOTA,RAV 4 XLE Sport,8,Jeep,No,Petrol,2.5,120000.0,4,Tiptronic,Front,04,Left wheel,White,0,36692
0,HONDA,FIT,19,Hatchback,No,Petrol,1.5,0.0,4,Automatic,Front,04,Right-hand drive,Silver,4,30
1266,TOYOTA,Aqua,7,Hatchback,No,Hybrid,1.5,66000.0,4,Variator,Front,04,Right-hand drive,Silver,4,12231
0,TOYOTA,Sienta,17,Sedan,No,Petrol,1.5,300000.0,4,Variator,Front,04,Right-hand drive,Beige,4,3136
0,TOYOTA,Prius,12,Sedan,Yes,Hybrid,1.8,230000.0,4,Variator,Front,04,Left wheel,Grey,6,10663
447,HONDA,FIT,8,Hatchback,Yes,Petrol,1.3,110467.0,4,Automatic,Front,04,Left wheel,White,4,5620
2148,MERCEDES-BENZ,CLS 550,11,Sedan,Yes,Petrol,5.5,157000.0,4,Automatic,Front,04,Left wheel,Grey,10,19130
1111,HONDA,FIT,9,Hatchback,No,Hybrid,1.3,64000.0,4,Variator,Front,04,Right-hand drive,Black,4,9408
0,HYUNDAI,Elantra,10,Sedan,Yes,Petrol,1.8,80000.0,4,Tiptronic,Front,04,Left wheel,Grey,6,3
640,VOLKSWAGEN,Passat,8,Sedan,Yes,Diesel,2.0,179200.0,4,Tiptronic,Front,04,Left wheel,White,16,15367
1730,CHEVROLET,Avalanche,10,Sedan,Yes,Petrol,5.3,246976.0,8,Automatic,Front,04,Left wheel,Black,12,5959
777,HYUNDAI,H1,7,Minivan,Yes,Diesel,2.5,179918.0,4,Automatic,Front,04,Left wheel,Silver,4,26594
779,TOYOTA,Avalon LIMITED,8,Sedan,Yes,Hybrid,2.5,92200.0,4,Tiptronic,Front,04,Left wheel,Beige,12,36065
730,KIA,Cerato K3,5,Sedan,Yes,Diesel,1.6,29000.0,4,Tiptronic,Front,04,Left wheel,Silver,8,26343
862,MAZDA,CX-7,10,Sedan,Yes,Petrol,2.5,216550.0,4,Automatic,Front,04,Left wheel,Black,12,549
0,JEEP,Grand Cherokee,28,Jeep,No,Petrol,4.0,240000.0,6,Automatic,4x4,04,Left wheel,Green,5,6000
1811,LEXUS,GX 470,11,Jeep,Yes,Petrol,4.6,357246.0,8,Automatic,4x4,04,Left wheel,Grey,0,40142
585,HYUNDAI,Elantra,8,Sedan,No,Petrol,1.8,50000.0,4,Tiptronic,Front,04,Left wheel,Grey,10,14000
473,CHEVROLET,Cruze,7,Sedan,Yes,Petrol,1.4,127842.0,4,Automatic,Front,04,Left wheel,White,4,17923
831,HYUNDAI,Tucson,4,Jeep,Yes,Petrol,1.6,40193.0,4,Automatic,Front,04,Left wheel,Black,4,54518
0,OPEL,Astra G,18,Hatchback,No,Petrol,1.6,180000.0,4,Manual,Front,04,Left wheel,Silver,6,10349
0,TOYOTA,Ist,19,Hatchback,No,Petrol,1.3,115000.0,4,Automatic,Front,04,Right-hand drive,Silver,7,8154
289,FORD,Escape,13,Jeep,Yes,Hybrid,0.4,220474.0,4,Automatic,Front,04,Left wheel,Grey,0,282
640,VOLKSWAGEN,Passat,8,Sedan,Yes,Diesel,2.0,132310.0,4,Automatic,Front,04,Left wheel,Grey,12,7527
1249,TOYOTA,Camry,4,Sedan,Yes,Petrol,2.5,60762.0,4,Automatic,Front,04,Left wheel,White,12,3450
836,HYUNDAI,Tucson,11,Jeep,Yes,Diesel,2.0,142264.0,4,Automatic,Front,04,Left wheel,White,4,22063
503,HONDA,Civic,9,Sedan,Yes,Hybrid,1.5,146403.0,4,Automatic,Front,04,Left wheel,White,0,2901
585,TOYOTA,Corolla,8,Sedan,Yes,Petrol,1.8,227371.0,4,Automatic,Front,04,Left wheel,Silver,12,4704
0,VOLKSWAGEN,Passat,19,Sedan,Yes,Petrol,2.8,175000.0,6,Manual,Front,04,Left wheel,Grey,6,5331
642,VOLKSWAGEN,Jetta,9,Sedan,Yes,Diesel,2.0,203440.0,4,Automatic,Front,04,Left wheel,Black,12,941
502,HONDA,FIT,8,Hatchback,Yes,Petrol,1.5,70000.0,4,Automatic,Front,04,Left wheel,Blue,4,16900
0,NISSAN,Rogue,11,Jeep,Yes,Petrol,2.5,122000.0,4,Automatic,4x4,04,Left wheel,Silver,4,18189
0,MAZDA,MPV,21,Minivan,No,Petrol,2.5,127000.0,4,Automatic,Front,04,Left wheel,Green,4,5331
1017,MERCEDES-BENZ,GLA 250,4,Jeep,Yes,Petrol,2.0,44995.0,4,Automatic,4x4,04,Left wheel,Black,0,42651
586,TOYOTA,Prius,9,Hatchback,No,Hybrid,1.8,122324.0,4,Automatic,Front,04,Left wheel,Red,7,15524
0,BMW,530,14,Sedan,Yes,Petrol,3.0,111111.0,6,Tiptronic,Rear,04,Left wheel,Grey,10,17249
0,LEXUS,GS 350,8,Sedan,Yes,Petrol,3.5,56000.0,6,Tiptronic,Rear,04,Left wheel,Black,12,73071
333,FORD,Fusion,7,Sedan,Yes,Hybrid,2.0,186048.0,4,Automatic,Front,04,Left wheel,Black,0,862
831,HYUNDAI,Elantra,4,Sedan,Yes,Diesel,1.6,98000.0,4,Automatic,Front,04,Left wheel,White,4,28909
642,HYUNDAI,Sonata,9,Sedan,Yes,LPG,2.0,573249.0,4,Automatic,Front,04,Left wheel,Black,4,8467
0,TOYOTA,Aqua,8,Sedan,No,Hybrid,1.5,130000.0,4,Automatic,Rear,04,Right-hand drive,Sky blue,0,50
639,HYUNDAI,Sonata,7,Sedan,Yes,LPG,2.0,169024.0,4,Automatic,Front,04,Left wheel,White,4,14426
1325,VOLKSWAGEN,Sharan,10,Minivan,No,Petrol,1.4,126000.0,4,Automatic,Front,04,Right-hand drive,Silver,6,9000
1053,MERCEDES-BENZ,E 350,7,Sedan,Yes,Diesel,3.5,200179.0,6,Automatic,4x4,04,Left wheel,Black,12,30734
779,TOYOTA,Camry,8,Sedan,Yes,Petrol,2.5,156666.0,4,Automatic,Front,04,Left wheel,Black,12,22580
259,CHEVROLET,Volt,7,Jeep,Yes,Hybrid,1.4,133195.0,4,Automatic,Front,04,Left wheel,Black,0,862
247,HONDA,FIT,7,Hatchback,Yes,Hybrid,1.3,114950.0,4,Automatic,Front,04,Left wheel,Blue,4,7464
1091,FORD,Fusion,5,Sedan,Yes,Petrol,2.5,154850.0,4,Automatic,Front,04,Left wheel,Black,12,1333
879,HYUNDAI,Tucson,2,Jeep,Yes,Diesel,1.6,13000.0,4,Automatic,Front,04,Left wheel,White,4,59865
1342,TOYOTA,Tacoma,4,Jeep,Yes,Petrol,2.7,94262.0,4,Automatic,Rear,04,Left wheel,White,12,49237
1327,HYUNDAI,H1,3,Universal,Yes,Diesel,2.5,27406.0,4,Automatic,Front,04,Left wheel,Yellow,4,68223
1017,MERCEDES-BENZ,E 300,4,Sedan,Yes,Petrol,2.0,1600.0,4,Automatic,Rear,04,Left wheel,Black,12,392
0,NISSAN,Tiida,15,Sedan,Yes,CNG,1.8,200000.0,4,Variator,Front,04,Left wheel,Silver,2,7683
0,FORD,Fusion,8,Sedan,Yes,Petrol,1.6,85500.0,4,Automatic,Front,04,Left wheel,Black,8,22266
1598,MERCEDES-BENZ,E 350,13,Sedan,Yes,Diesel,3.0,175614.0,6,Automatic,Rear,04,Left wheel,Black,12,2430
333,FORD,Fusion,7,Sedan,Yes,Hybrid,2.0,0.0,4,Automatic,Front,04,Left wheel,Silver,0,282
629,NISSAN,Juke,6,Jeep,Yes,Petrol,1.6,85944.0,4,Automatic,4x4,04,Left wheel,Black,0,392
765,MERCEDES-BENZ,C 300,6,Sedan,Yes,Petrol,2.0,0.0,4,Automatic,Rear,04,Left wheel,Black,12,33556
831,SSANGYONG,Actyon,4,Jeep,Yes,Diesel,1.6,73000.0,4,Automatic,Front,04,Left wheel,White,4,39161
0,FORD,Transit,13,Microbus,No,Diesel,2.2,180000.0,4,Manual,Front,04,Left wheel,White,2,16308
0,TOYOTA,Camry,12,Sedan,Yes,Hybrid,2.4,92000.0,4,Tiptronic,Front,04,Left wheel,Sky blue,8,17719
1514,LEXUS,GX 460,10,Jeep,Yes,Petrol,4.6,160138.0,8,Automatic,4x4,04,Left wheel,White,0,43278
1058,HYUNDAI,Santa FE,9,Jeep,Yes,Petrol,3.5,197923.0,6,Automatic,4x4,04,Left wheel,Red,12,470
738,CHEVROLET,Cruze,4,Sedan,No,Petrol,1.4,42000.0,4,Tiptronic,Front,>5,Left wheel,Black,12,20385
1935,TOYOTA,Tundra,5,Jeep,Yes,Petrol,4.6,254805.0,8,Automatic,4x4,04,Left wheel,White,12,941
1077,HYUNDAI,Tucson,2,Jeep,Yes,Diesel,2.0,48000.0,4,Automatic,Front,04,Left wheel,White,4,49858
0,NISSAN,Elgrand,23,Minivan,Yes,Diesel,3.2,230000.0,4,Automatic,4x4,04,Right-hand drive,White,4,8781
1055,MERCEDES-BENZ,C 350,8,Sedan,Yes,Petrol,3.5,159250.0,6,Automatic,Rear,04,Left wheel,Black,12,220
765,HYUNDAI,Sonata,6,Sedan,Yes,LPG,2.0,582376.0,4,Automatic,Front,04,Left wheel,Orange,4,9722
0,MERCEDES-BENZ,CLS 500,15,Sedan,Yes,Petrol,5.0,2000.0,8,Automatic,Rear,04,Left wheel,Grey,12,21326
1017,HYUNDAI,Tucson,4,Jeep,Yes,Diesel,2.0,40800.0,4,Automatic,Front,04,Left wheel,White,4,51075
707,HYUNDAI,Genesis,10,Coupe,Yes,Petrol,2.0,117492.0,4,Automatic,Front,04,Left wheel,Grey,4,15241
382,FORD,Fusion,6,Sedan,Yes,Hybrid,2.0,88795.0,4,Automatic,Front,04,Left wheel,Black,0,2587
1347,HYUNDAI,H1,13,Minivan,Yes,Diesel,2.5,56769.0,4,Automatic,Front,04,Left wheel,Silver,4,15524
0,MERCEDES-BENZ,C 250,7,Sedan,Yes,Petrol,1.8,70000.0,4,Tiptronic,Rear,04,Left wheel,Beige,8,27911
779,TOYOTA,Camry,8,Sedan,Yes,Hybrid,2.5,136861.0,4,Automatic,Front,04,Left wheel,Blue,12,4861
0,MERCEDES-BENZ,S 350,16,Sedan,Yes,Petrol,3.5,263000.0,4,Automatic,Rear,04,Left wheel,Black,0,29793
531,HYUNDAI,Elantra,9,Sedan,Yes,Petrol,1.6,95665.0,4,Automatic,Front,04,Left wheel,Grey,4,18208
481,HYUNDAI,Sonata,4,Sedan,Yes,Hybrid,2.0,107387.0,4,Automatic,Front,04,Left wheel,Silver,12,549
0,NISSAN,Tiida,15,Hatchback,No,Petrol,1.5,0.0,4,Automatic,Front,04,Right-hand drive,Red,4,30
779,TOYOTA,RAV 4 Le,8,Jeep,No,Petrol,2.5,65350.0,4,Tiptronic,Front,04,Left wheel,White,12,34497
1522,OPEL,Zafira,21,Goods wagon,No,Petrol,1.8,130000.0,4,Manual,Front,04,Left wheel,Silver,0,6272
1282,CHEVROLET,Captiva,14,Jeep,Yes,Diesel,2.0,183923.0,4,Automatic,Front,04,Left wheel,Silver,4,4924
0,OPEL,Vectra b,21,Hatchback,No,Diesel,2.0,11111.0,4,Manual,Front,04,Left wheel,Red,2,4704
1091,HYUNDAI,H1,5,Universal,Yes,Diesel,2.5,97129.0,4,Automatic,Front,04,Left wheel,Silver,4,43576
0,MERCEDES-BENZ,C 200,20,Sedan,Yes,CNG,2.0,140000.0,4,Manual,Rear,04,Left wheel,Black,4,7840
1079,TOYOTA,CHR,3,Jeep,No,Petrol,2.0,24000.0,4,Automatic,Front,04,Left wheel,Grey,8,28225
0,OPEL,Astra,29,Sedan,No,Petrol,1.1,0.0,4,Manual,Front,04,Left wheel,White,2,700
0,MAZDA,323,23,Hatchback,No,Petrol,1.5,300000.0,4,Manual,Front,04,Left wheel,Silver,2,2352
738,CHEVROLET,Cruze,4,Hatchback,Yes,Petrol,1.4,29094.0,4,Automatic,Front,04,Left wheel,Grey,0,18817
382,FORD,Fusion,6,Sedan,Yes,Hybrid,2.0,148709.0,4,Automatic,Front,04,Left wheel,Red,12,4861
1399,LEXUS,RX 450,11,Jeep,Yes,Hybrid,3.5,186005.0,6,Automatic,4x4,04,Left wheel,Silver,12,13172
1055,MERCEDES-BENZ,E 350 ამგ,8,Sedan,Yes,Petrol,3.5,156800.0,4,Tiptronic,4x4,04,Left wheel,Black,12,37320
1017,FORD,Escape,4,Jeep,Yes,Petrol,2.0,251430.0,4,Automatic,Front,04,Left wheel,Blue,12,706
456,TOYOTA,Camry,6,Sedan,Yes,Hybrid,2.5,35000.0,4,Automatic,Front,04,Left wheel,Grey,10,39201
880,HYUNDAI,Elantra,3,Sedan,Yes,LPG,1.6,35643.0,4,Automatic,Front,04,Left wheel,White,4,36426
0,HONDA,Civic,15,Hatchback,No,Petrol,1.8,250000.0,4,Manual,Front,04,Right-hand drive,Grey,4,8467
0,MERCEDES-BENZ,CLK 320,21,Coupe,Yes,Petrol,3.2,255000.0,6,Tiptronic,Rear,02,Left wheel,Silver,4,7840
900,HONDA,Cr-v,6,Jeep,Yes,Petrol,2.4,117158.0,4,Automatic,Front,04,Left wheel,White,12,12701
781,SUBARU,Forester,9,Jeep,Yes,Petrol,2.5,281659.0,4,Automatic,4x4,04,Left wheel,Blue,0,8154
456,TOYOTA,Avalon,6,Sedan,Yes,Hybrid,2.5,63645.0,4,Tiptronic,Front,04,Left wheel,White,12,46414
798,MERCEDES-BENZ,ML 250,6,Jeep,Yes,Diesel,2.1,197338.0,4,Automatic,4x4,04,Left wheel,White,12,45160
0,BMW,330,14,Cabriolet,Yes,Petrol,3.0,1123.0,6,Tiptronic,4x4,02,Left wheel,Black,12,100
0,AUDI,A7 Prestige,5,Sedan,Yes,Petrol,3.0,35000.0,6,Automatic,4x4,04,Left wheel,Black,12,100355
639,MITSUBISHI,Colt Lancer,7,Hatchback,Yes,Petrol,2.0,136634.0,4,Automatic,Front,04,Left wheel,Silver,12,1176
0,HYUNDAI,Elantra,8,Coupe,No,Petrol,1.8,77000.0,6,Manual,Front,02,Left wheel,Beige,0,12231
988,TOYOTA,Prius,14,Hatchback,Yes,Hybrid,1.5,140000.0,4,Variator,Front,04,Left wheel,Green,12,5802
1277,HYUNDAI,Sonata,3,Sedan,Yes,Petrol,2.4,45494.0,4,Automatic,Front,04,Left wheel,White,12,2901
442,TOYOTA,Prius,4,Sedan,Yes,Hybrid,1.8,47672.0,4,Automatic,Front,04,Left wheel,White,12,1882
0,NISSAN,Pathfinder,11,Sedan,No,Petrol,4.0,109100.0,12,Automatic,4x4,04,Left wheel,Blue,12,22894
0,HONDA,FIT,8,Sedan,No,Hybrid,1.3,145000.0,4,Automatic,Front,04,Right-hand drive,Silver,8,11290
0,BMW,318,24,Sedan,No,LPG,1.8,270000.0,4,Manual,Rear,04,Left wheel,Green,2,6586
0,TOYOTA,Camry,15,Sedan,Yes,Hybrid,2.4,188800.0,4,Variator,Front,04,Left wheel,Grey,8,14426
1051,MITSUBISHI,Outlander,5,Jeep,Yes,Petrol,2.4,39000.0,4,Variator,Front,04,Left wheel,Silver,12,36065
0,TOYOTA,Camry SE,7,Sedan,Yes,Petrol,2.5,52000.0,4,Tiptronic,Front,04,Left wheel,Black,12,27284
1091,SUBARU,Forester,5,Jeep,No,Petrol,2.5,34000.0,4,Variator,4x4,04,Left wheel,White,7,21639
790,HYUNDAI,I30,12,Hatchback,Yes,Petrol,1.6,140000.0,4,Automatic,Front,04,Left wheel,Silver,4,7840
0,MERCEDES-BENZ,E 200,23,Sedan,No,CNG,2.0,180003.0,4,Manual,Rear,04,Left wheel,Black,4,7840
289,FORD,Escape,13,Jeep,Yes,Hybrid,0.4,220474.0,4,Automatic,Front,04,Left wheel,Grey,0,282
1292,MERCEDES-BENZ,GLE 350,5,Jeep,Yes,Petrol,3.0,59099.0,6,Automatic,4x4,04,Left wheel,White,0,1646
640,HYUNDAI,Tucson,8,Jeep,Yes,Diesel,2.0,124000.0,4,Automatic,Front,04,Left wheel,Silver,4,24198
502,HONDA,FIT,8,Hatchback,Yes,Petrol,1.5,34682.0,4,Automatic,Front,04,Left wheel,Grey,4,25365
777,CHEVROLET,Malibu,7,Sedan,Yes,Petrol,2.5,310061.0,4,Automatic,Front,04,Left wheel,Blue,12,1725
1399,ACURA,TL,11,Sedan,Yes,Petrol,3.5,162453.0,6,Automatic,Front,04,Left wheel,Silver,12,314
586,TOYOTA,Prius,9,Sedan,No,Hybrid,1.8,22400.0,4,Automatic,Front,04,Left wheel,White,8,17249
1399,MERCEDES-BENZ,E 350,11,Sedan,Yes,Petrol,3.5,229904.0,6,Automatic,4x4,04,Left wheel,Black,12,470
639,HYUNDAI,Sonata,7,Sedan,Yes,Petrol,2.0,62000.0,4,Tiptronic,Front,04,Left wheel,White,12,31361
1047,HYUNDAI,Elantra,14,Sedan,Yes,Diesel,1.6,54279.0,4,Automatic,Front,04,Left wheel,Silver,4,4704
645,CHEVROLET,Cruze,10,Sedan,Yes,Petrol,1.8,135759.0,4,Automatic,Front,04,Left wheel,Grey,4,12720
640,HYUNDAI,Tucson,8,Jeep,Yes,Diesel,2.0,120534.0,4,Automatic,Front,04,Left wheel,Silver,4,26372
0,BMW,X5,18,Jeep,Yes,LPG,3.0,189000.0,6,Tiptronic,4x4,04,Right-hand drive,Black,10,13485
528,HYUNDAI,Elantra,7,Sedan,Yes,Petrol,1.6,140000.0,4,Automatic,Front,04,Left wheel,White,4,25591
1211,MERCEDES-BENZ,C 300,11,Sedan,Yes,Petrol,3.0,108517.0,6,Automatic,4x4,04,Left wheel,White,12,6429
1493,LEXUS,RX 350,5,Jeep,Yes,Petrol,3.5,107030.0,6,Automatic,4x4,04,Left wheel,Grey,12,251
1811,LEXUS,GX 460,11,Jeep,Yes,Petrol,4.6,155821.0,8,Automatic,4x4,04,Left wheel,Black,0,39829
1793,MERCEDES-BENZ,E 350,10,Sedan,Yes,Diesel,5.5,325811.0,8,Automatic,4x4,04,Left wheel,Black,12,13172
1077,TOYOTA,CHR,2,Jeep,Yes,Petrol,2.0,24339.0,4,Automatic,Front,04,Left wheel,Blue,12,627
790,DAEWOO,Lacetti,12,Sedan,Yes,Petrol,1.6,130000.0,4,Automatic,Front,04,Left wheel,Black,4,8097
919,BMW,X5,9,Jeep,Yes,Diesel,3.0,420794.0,6,Automatic,4x4,04,Left wheel,Black,12,12388
0,HYUNDAI,Sonata,9,Sedan,No,Hybrid,2.0,280480.0,4,Automatic,Front,04,Left wheel,Silver,9,18503
574,HONDA,Insight,11,Sedan,No,Hybrid,1.3,150000.0,4,Variator,Front,04,Left wheel,Black,12,12231
0,HONDA,FIT,19,Hatchback,No,Petrol,1.3,135000.0,4,Variator,Front,04,Right-hand drive,Black,4,40
862,HYUNDAI,H1,10,Universal,Yes,Diesel,2.5,237853.0,4,Automatic,Front,04,Left wheel,Silver,4,17054
0,HONDA,Stream,20,Universal,No,Petrol,2.0,111000.0,4,Automatic,Front,04,Right-hand drive,Black,6,5300
765,HYUNDAI,Sonata,6,Sedan,Yes,LPG,2.0,42000.0,4,Automatic,Front,04,Left wheel,Orange,4,9565
765,CHEVROLET,Malibu,6,Sedan,Yes,Diesel,2.0,60618.0,4,Automatic,Front,04,Left wheel,Black,4,24302
0,TOYOTA,Camry,12,Sedan,Yes,Petrol,2.4,230400.0,4,Automatic,Front,04,Left wheel,Silver,12,18817
777,NISSAN,Altima,7,Sedan,Yes,Petrol,2.5,127918.0,4,Automatic,Front,04,Left wheel,Red,12,1960
1051,HYUNDAI,Sonata,5,Sedan,No,Petrol,2.4,77000.0,4,Tiptronic,Front,04,Left wheel,Silver,10,17249
891,HYUNDAI,Sonata,5,Sedan,Yes,LPG,2.0,280016.0,4,Automatic,Front,04,Left wheel,Silver,4,15530
891,HYUNDAI,Sonata,5,Sedan,Yes,LPG,2.0,270874.0,4,Automatic,Front,04,Left wheel,Silver,4,11290
0,TOYOTA,Prius,8,Hatchback,No,Hybrid,1.8,118000.0,4,Automatic,Front,04,Left wheel,Sky blue,12,24148
639,HYUNDAI,Sonata,7,Sedan,Yes,LPG,2.0,362868.0,4,Automatic,Front,04,Left wheel,Silver,4,10036
697,HYUNDAI,Elantra,6,Sedan,No,Petrol,1.8,85000.0,4,Tiptronic,Front,04,Left wheel,Black,12,18817
308,LEXUS,CT 200h,7,Hatchback,Yes,Hybrid,1.8,132563.0,4,Automatic,Front,04,Left wheel,Red,0,10349
1399,LEXUS,RX 350,11,Jeep,Yes,Petrol,3.5,138211.0,6,Automatic,4x4,04,Left wheel,Black,12,549
765,HYUNDAI,Sonata,6,Sedan,Yes,LPG,2.0,391625.0,4,Automatic,Front,04,Left wheel,Orange,4,9252
930,HYUNDAI,Tucson,3,Jeep,Yes,Diesel,1.7,38577.0,4,Automatic,Front,04,Left wheel,Black,4,55823
0,TOYOTA,Camry,8,Sedan,Yes,Petrol,2.5,132800.0,6,Tiptronic,Rear,04,Left wheel,Blue,12,25089
862,HYUNDAI,H1,10,Minivan,Yes,Diesel,2.5,52686.0,4,Automatic,Front,04,Left wheel,Silver,4,18669
1058,LEXUS,RX 450,9,Jeep,Yes,Hybrid,3.5,232357.0,6,Automatic,4x4,04,Left wheel,Black,12,941
1998,FORD,Transit,20,Microbus,No,Diesel,2.4,253206.0,4,Manual,Rear,04,Left wheel,White,2,15053
271,HONDA,FIT,7,Hatchback,Yes,Hybrid,1.5,76525.0,4,Automatic,Front,04,Left wheel,Blue,4,10660
891,HYUNDAI,Tucson,5,Jeep,Yes,Diesel,2.0,80000.0,4,Automatic,Front,04,Left wheel,Silver,4,37000
707,SSANGYONG,REXTON,10,Jeep,Yes,Diesel,2.0,186412.0,4,Automatic,Front,04,Left wheel,Silver,4,18826
1172,MERCEDES-BENZ,E 350,10,Sedan,Yes,Diesel,3.5,230696.0,6,Automatic,4x4,04,Left wheel,Black,12,14583
0,MERCEDES-BENZ,Vito,14,Minivan,No,Diesel,2.2,285000.0,4,Manual,Rear,04,Left wheel,Red,4,21012
706,MITSUBISHI,I,10,Hatchback,No,Petrol,0.7,92000.0,3,Automatic,Front,04,Right-hand drive,Brown,2,5645
836,SSANGYONG,Actyon,11,Jeep,Yes,Diesel,2.0,120000.0,4,Automatic,Front,04,Left wheel,Silver,4,18826
707,HYUNDAI,Tucson,10,Jeep,Yes,Diesel,2.0,142000.0,4,Automatic,Front,04,Left wheel,White,4,22649
862,HYUNDAI,H1,10,Minivan,Yes,Diesel,2.5,42415.0,4,Automatic,Front,04,Left wheel,White,4,16590
394,TOYOTA,Camry,7,Sedan,No,Hybrid,2.5,51000.0,4,Automatic,Front,04,Left wheel,Grey,12,31988
966,DAEWOO,Lacetti,12,Sedan,Yes,Petrol,2.0,19999.0,4,Automatic,Front,04,Left wheel,Grey,4,8624
456,TOYOTA,Camry,6,Sedan,No,Hybrid,2.5,89000.0,4,Variator,Front,04,Left wheel,Silver,0,21012
1266,HONDA,FIT,7,Hatchback,No,Hybrid,1.5,114000.0,4,Automatic,Front,04,Right-hand drive,White,8,10663
1053,MERCEDES-BENZ,E 350,7,Sedan,Yes,Diesel,3.5,95987.0,6,Automatic,4x4,04,Left wheel,Black,12,220
1481,VOLKSWAGEN,GTI,15,Hatchback,No,Petrol,2.0,161000.0,4,Manual,Front,04,Left wheel,Black,8,13485
0,MITSUBISHI,Colt,18,Hatchback,No,Petrol,1.3,241589.0,4,Variator,Front,04,Right-hand drive,Sky blue,5,5331
0,OPEL,Zafira,21,Minivan,No,Petrol,1.8,260000.0,4,Manual,Front,04,Left wheel,Silver,6,7370
1677,FORD,Transit,18,Microbus,Yes,Diesel,2.0,195000.0,6,Manual,Front,02,Left wheel,Yellow,4,11900
697,VOLKSWAGEN,Jetta,6,Sedan,Yes,Petrol,1.8,55000.0,4,Tiptronic,Front,04,Left wheel,Black,10,17249
0,MITSUBISHI,Pajero Mini,15,Jeep,No,Petrol,0.7,314000.0,3,Manual,4x4,02,Right-hand drive,Silver,2,4391
1661,FORD,C-MAX,8,Hatchback,Yes,Hybrid,2.0,120000.0,4,Tiptronic,Front,04,Right-hand drive,Silver,10,17876
0,HONDA,FIT,11,Hatchback,No,Hybrid,1.3,157000.0,4,Tiptronic,Front,04,Right-hand drive,White,2,11604
0,BMW,750,16,Sedan,Yes,Petrol,4.8,240000.0,8,Tiptronic,Rear,04,Left wheel,Black,12,13799
1249,TOYOTA,RAV 4 s p o r t,4,Jeep,No,Petrol,2.5,76000.0,4,Tiptronic,4x4,04,Left wheel,Black,12,40769
1850,LEXUS,RX 400,13,Jeep,Yes,Hybrid,3.5,244731.0,6,Automatic,Front,04,Left wheel,Black,12,7997
0,MERCEDES-BENZ,E 250,26,Sedan,No,Diesel,2.5,410918.0,2,Manual,Front,04,Left wheel,White,2,7840
862,VOLKSWAGEN,Jetta,10,Sedan,Yes,Petrol,2.5,156800.0,4,Automatic,Front,04,Left wheel,Blue,12,14113
0,HONDA,FIT,10,Hatchback,No,Hybrid,1.3,188000.0,4,Automatic,Front,04,Right-hand drive,Blue,8,11917
640,HYUNDAI,Sonata,8,Sedan,Yes,Petrol,2.0,162558.0,4,Automatic,Front,04,Left wheel,Black,4,12777
0,TOYOTA,Prius C,8,Hatchback,No,Hybrid,1.5,130000.0,4,Automatic,Front,04,Left wheel,Red,12,18817
781,TOYOTA,Camry,9,Sedan,Yes,Hybrid,2.5,83000.0,4,Variator,Front,04,Left wheel,Silver,10,23521
1286,AUDI,Q5,11,Jeep,Yes,Petrol,3.2,150400.0,6,Tiptronic,4x4,04,Left wheel,Grey,7,22580
690,LEXUS,RX 450,5,Jeep,Yes,Hybrid,3.5,27038.0,6,Automatic,4x4,04,Left wheel,White,12,392
645,TOYOTA,Prius,10,Hatchback,No,Hybrid,1.8,284678.0,4,Automatic,Front,04,Left wheel,Silver,12,12544
473,CHEVROLET,Cruze,7,Sedan,No,Petrol,1.4,121000.0,4,Tiptronic,Front,04,Left wheel,Green,10,9722
831,HYUNDAI,Sonata,10,Sedan,Yes,Hybrid,2.4,224349.0,4,Automatic,Front,04,Left wheel,Grey,0,3450
308,TOYOTA,Prius,7,Hatchback,Yes,Hybrid,1.8,263392.0,4,Automatic,Front,04,Left wheel,Red,12,1882
1408,FORD,Transit,14,Microbus,No,Diesel,2.2,280000.0,4,Manual,Front,04,Left wheel,White,2,15991
394,TOYOTA,Camry,7,Sedan,Yes,Hybrid,2.5,179381.0,4,Automatic,Front,04,Left wheel,Black,12,11133
1017,HYUNDAI,Elantra,4,Jeep,Yes,Petrol,2.0,284251.0,4,Automatic,Front,04,Left wheel,Grey,12,94
1058,MERCEDES-BENZ,E 350,9,Sedan,Yes,Petrol,3.5,133000.0,6,Automatic,Rear,04,Left wheel,Black,12,34184
781,CHEVROLET,Cruze,3,Sedan,No,Petrol,1.4,25304.0,4,Automatic,Front,04,Left wheel,Brown,8,21169
1090,CHEVROLET,Captiva,13,Jeep,Yes,Diesel,2.0,71486.0,4,Automatic,Front,04,Left wheel,Black,4,7495
645,LEXUS,CT 200h,10,Hatchback,Yes,Hybrid,1.8,95590.0,4,Automatic,Front,04,Left wheel,White,12,4861
765,HYUNDAI,Sonata,6,Sedan,Yes,LPG,2.0,72369.0,4,Automatic,Front,04,Left wheel,Silver,4,13485
1935,LEXUS,GX 460,5,Jeep,Yes,Petrol,4.6,155976.0,8,Automatic,4x4,04,Left wheel,White,0,81539
